PlotID,brown_patch,crown_rust,anthracnose,Survey.Date
WidenerLT_15,0,0,0,2021-08-12
WidenerLT_16,1,0,0,2021-08-12
WidenerLT_16,0,0,1,2021-08-12
WidenerLT_16,0,0,1,2021-08-12
WidenerLT_16,0,0,0,2021-08-12
WidenerLT_16,0,0,1,2021-08-12
WidenerLT_16,1,0,1,2021-08-12
WidenerLT_16,1,0,0,2021-08-12
WidenerLT_16,1,0,1,2021-08-12
WidenerLT_16,1,0,0,2021-08-12
WidenerLT_16,1,0,1,2021-08-12
WidenerLT_16,0,0,0,2021-08-12
WidenerLT_17,0,0,1,2021-08-12
WidenerLT_17,0,0,1,2021-08-12
WidenerLT_17,1,0,1,2021-08-12
WidenerLT_17,1,0,1,2021-08-12
WidenerLT_17,0,0,1,2021-08-12
WidenerLT_17,1,0,0,2021-08-12
WidenerLT_17,1,0,0,2021-08-12
WidenerLT_17,0,0,1,2021-08-12
WidenerLT_17,0,0,1,2021-08-12
WidenerLT_17,0,1,1,2021-08-12
WidenerLT_17,0,0,0,2021-08-12
WidenerLT_18,0,0,1,2021-08-12
WidenerLT_18,0,0,1,2021-08-12
WidenerLT_18,0,0,1,2021-08-12
WidenerLT_18,1,0,1,2021-08-12
WidenerLT_18,0,0,1,2021-08-12
WidenerLT_18,1,0,1,2021-08-12
WidenerLT_18,0,0,0,2021-08-12
WidenerLT_18,0,0,1,2021-08-12
WidenerLT_18,0,0,1,2021-08-12
WidenerLT_18,0,0,1,2021-08-12
WidenerLT_18,0,0,0,2021-08-12
WidenerLT_19,0,1,1,2021-08-12
WidenerLT_19,0,1,0,2021-08-12
WidenerLT_19,0,0,1,2021-08-12
WidenerLT_19,0,0,1,2021-08-12
WidenerLT_19,0,0,1,2021-08-12
WidenerLT_19,0,0,0,2021-08-12
WidenerLT_19,0,0,1,2021-08-12
WidenerLT_19,0,0,1,2021-08-12
WidenerLT_19,0,0,1,2021-08-12
WidenerLT_19,0,0,1,2021-08-12
WidenerLT_19,0,0,0,2021-08-12
WidenerLT_20,0,0,1,2021-08-12
WidenerLT_20,0,0,1,2021-08-12
WidenerLT_20,0,0,1,2021-08-12
WidenerLT_20,0,0,1,2021-08-12
WidenerLT_20,0,0,1,2021-08-12
WidenerLT_20,0,0,1,2021-08-12
WidenerLT_20,0,0,1,2021-08-12
WidenerLT_20,0,0,1,2021-08-12
WidenerLT_20,0,0,1,2021-08-12
WidenerLT_20,0,0,0,2021-08-12
WidenerLT_20,0,0,0,2021-08-12
WidenerLT_21,0,0,1,2021-08-12
WidenerLT_21,0,0,1,2021-08-12
WidenerLT_21,1,1,1,2021-08-12
WidenerLT_21,0,0,1,2021-08-12
WidenerLT_21,1,0,1,2021-08-12
WidenerLT_21,1,0,1,2021-08-12
WidenerLT_21,0,0,1,2021-08-12
WidenerLT_21,0,0,1,2021-08-12
WidenerLT_21,0,0,1,2021-08-12
WidenerLT_21,1,0,1,2021-08-12
WidenerLT_21,0,0,0,2021-08-12
WidenerLT_22,1,0,1,2021-08-12
WidenerLT_22,0,0,1,2021-08-12
WidenerLT_22,1,0,1,2021-08-12
WidenerLT_22,0,0,1,2021-08-12
WidenerLT_22,0,0,1,2021-08-12
WidenerLT_22,0,0,1,2021-08-12
WidenerLT_22,0,0,1,2021-08-12
WidenerLT_22,1,0,1,2021-08-12
WidenerLT_22,1,0,0,2021-08-12
WidenerLT_22,0,0,1,2021-08-12
WidenerLT_22,0,0,0,2021-08-12
WidenerLT_23,0,0,1,2021-08-12
WidenerLT_23,0,0,1,2021-08-12
WidenerLT_23,0,0,1,2021-08-12
WidenerLT_23,0,0,1,2021-08-12
WidenerLT_23,0,0,1,2021-08-12
WidenerLT_23,0,0,1,2021-08-12
WidenerLT_23,1,0,0,2021-08-12
WidenerLT_23,0,0,1,2021-08-12
WidenerLT_23,1,0,0,2021-08-12
WidenerLT_23,0,0,1,2021-08-12
WidenerLT_23,0,0,0,2021-08-12
WidenerLT_24,0,0,1,2021-08-12
WidenerLT_24,0,0,1,2021-08-12
WidenerLT_24,0,0,1,2021-08-12
WidenerLT_24,1,0,1,2021-08-12
WidenerLT_24,0,0,0,2021-08-12
WidenerLT_24,0,0,1,2021-08-12
WidenerLT_24,1,0,1,2021-08-12
WidenerLT_24,0,0,1,2021-08-12
WidenerLT_24,0,0,1,2021-08-12
WidenerLT_24,0,0,1,2021-08-12
WidenerLT_24,0,0,0,2021-08-12
WidenerLT_25,1,0,1,2021-08-12
WidenerLT_25,0,0,1,2021-08-12
WidenerLT_25,0,0,1,2021-08-12
WidenerLT_25,0,0,1,2021-08-12
WidenerLT_25,1,0,0,2021-08-12
WidenerLT_25,0,0,1,2021-08-12
WidenerLT_25,1,0,0,2021-08-12
WidenerLT_25,0,0,0,2021-08-12
WidenerLT_25,1,0,0,2021-08-12
WidenerLT_25,0,0,0,2021-08-12
WidenerLT_25,0,0,0,2021-08-12
WidenerLT_26,0,0,1,2021-08-12
WidenerLT_26,0,0,1,2021-08-12
WidenerLT_26,0,0,0,2021-08-12
WidenerLT_26,0,0,1,2021-08-12
WidenerLT_26,1,0,1,2021-08-12
WidenerLT_26,0,0,1,2021-08-12
WidenerLT_26,0,0,1,2021-08-12
WidenerLT_26,0,0,1,2021-08-12
WidenerLT_26,1,0,0,2021-08-12
WidenerLT_26,0,0,1,2021-08-12
WidenerLT_26,0,0,0,2021-08-12
WidenerLT_27,0,0,1,2021-08-12
WidenerLT_27,1,0,1,2021-08-12
WidenerLT_27,1,0,0,2021-08-12
WidenerLT_27,0,0,0,2021-08-12
WidenerLT_27,0,0,1,2021-08-12
WidenerLT_27,0,0,1,2021-08-12
WidenerLT_27,1,0,0,2021-08-12
WidenerLT_27,0,0,1,2021-08-12
WidenerLT_27,1,0,0,2021-08-12
WidenerLT_27,0,1,0,2021-08-12
WidenerLT_27,0,0,0,2021-08-12
WidenerLT_28,0,0,1,2021-08-12
WidenerLT_28,1,0,0,2021-08-12
WidenerLT_28,0,0,0,2021-08-12
WidenerLT_28,0,0,0,2021-08-12
WidenerLT_28,0,0,1,2021-08-12
WidenerLT_28,0,0,1,2021-08-12
WidenerLT_28,1,0,1,2021-08-12
WidenerLT_28,0,0,1,2021-08-12
WidenerLT_28,0,0,1,2021-08-12
WidenerLT_28,0,0,1,2021-08-12
WidenerLT_28,0,0,0,2021-08-12
WidenerLT_29,0,0,1,2021-08-12
WidenerLT_29,0,0,0,2021-08-12
WidenerLT_29,0,0,0,2021-08-12
WidenerLT_29,0,0,1,2021-08-12
WidenerLT_29,1,0,1,2021-08-12
WidenerLT_29,0,0,1,2021-08-12
WidenerLT_29,0,0,1,2021-08-12
WidenerLT_29,0,0,1,2021-08-12
WidenerLT_29,0,0,0,2021-08-12
WidenerLT_29,1,0,0,2021-08-12
WidenerLT_29,0,0,0,2021-08-12
WidenerLT_30,0,0,0,2021-08-12
WidenerLT_30,0,0,1,2021-08-12
WidenerLT_30,0,0,1,2021-08-12
WidenerLT_30,0,0,0,2021-08-12
WidenerLT_30,0,0,0,2021-08-12
WidenerLT_30,0,0,1,2021-08-12
WidenerLT_30,0,0,0,2021-08-12
WidenerLT_30,0,0,0,2021-08-12
WidenerLT_30,0,0,1,2021-08-12
WidenerLT_30,0,0,1,2021-08-12
WidenerLT_30,0,0,0,2021-08-12
WidenerLT_31,1,0,1,2021-08-12
WidenerLT_31,0,0,1,2021-08-12
WidenerLT_31,1,0,1,2021-08-12
WidenerLT_31,1,0,1,2021-08-12
WidenerLT_31,1,0,1,2021-08-12
WidenerLT_31,0,0,1,2021-08-12
WidenerLT_31,0,0,1,2021-08-12
WidenerLT_31,1,0,1,2021-08-12
WidenerLT_31,0,0,1,2021-08-12
WidenerLT_31,1,0,1,2021-08-12
WidenerLT_31,0,0,0,2021-08-12
WidenerLT_32,0,0,1,2021-08-12
WidenerLT_32,0,0,1,2021-08-12
WidenerLT_32,0,0,0,2021-08-12
WidenerLT_32,0,0,1,2021-08-12
WidenerLT_32,0,0,1,2021-08-12
WidenerLT_32,0,0,1,2021-08-12
WidenerLT_32,0,0,1,2021-08-12
WidenerLT_32,0,0,1,2021-08-12
WidenerLT_32,0,0,0,2021-08-12
WidenerLT_32,0,0,1,2021-08-12
WidenerLT_32,0,0,0,2021-08-12
WidenerLT_33,0,0,1,2021-08-12
WidenerLT_33,0,0,1,2021-08-12
WidenerLT_33,1,0,1,2021-08-12
WidenerLT_33,0,0,1,2021-08-12
WidenerLT_33,0,0,1,2021-08-12
WidenerLT_33,1,0,1,2021-08-12
WidenerLT_33,0,0,1,2021-08-12
WidenerLT_33,0,0,0,2021-08-12
WidenerLT_33,0,0,1,2021-08-12
WidenerLT_33,0,0,0,2021-08-12
WidenerLT_33,0,0,0,2021-08-12
WidenerLT_34,0,0,1,2021-08-12
WidenerLT_34,0,0,1,2021-08-12
WidenerLT_34,0,0,1,2021-08-12
WidenerLT_34,1,0,1,2021-08-12
WidenerLT_34,0,0,1,2021-08-12
WidenerLT_34,0,0,1,2021-08-12
WidenerLT_34,0,0,0,2021-08-12
WidenerLT_34,0,0,1,2021-08-12
WidenerLT_34,0,0,1,2021-08-12
WidenerLT_34,0,0,0,2021-08-12
WidenerLT_34,0,0,0,2021-08-12
WidenerLT_35,1,0,1,2021-08-12
WidenerLT_35,0,0,1,2021-08-12
WidenerLT_35,0,0,0,2021-08-12
WidenerLT_35,0,0,1,2021-08-12
WidenerLT_35,1,0,1,2021-08-12
WidenerLT_35,1,0,0,2021-08-12
WidenerLT_35,1,0,0,2021-08-12
WidenerLT_35,1,0,0,2021-08-12
WidenerLT_35,0,0,1,2021-08-12
WidenerLT_35,1,0,0,2021-08-12
WidenerLT_35,0,0,0,2021-08-12
WidenerLT_36,0,0,0,2021-08-12
WidenerLT_36,0,0,1,2021-08-12
WidenerLT_36,0,0,1,2021-08-12
WidenerLT_36,0,0,1,2021-08-12
WidenerLT_36,1,0,0,2021-08-12
WidenerLT_36,0,0,0,2021-08-12
WidenerLT_36,0,0,1,2021-08-12
WidenerLT_36,0,0,0,2021-08-12
WidenerLT_36,0,0,1,2021-08-12
WidenerLT_36,1,0,0,2021-08-12
WidenerLT_36,0,0,0,2021-08-12
WidenerLT_1,0,0,0,2021-12-13
WidenerLT_1,0,0,0,2021-12-13
WidenerLT_1,0,0,0,2021-12-13
WidenerLT_1,0,0,0,2021-12-13
WidenerLT_1,0,0,0,2021-12-13
WidenerLT_1,0,0,1,2021-12-13
WidenerLT_1,0,0,0,2021-12-13
WidenerLT_1,0,0,0,2021-12-13
WidenerLT_1,0,0,0,2021-12-13
WidenerLT_1,0,0,0,2021-12-13
WidenerLT_1,0,0,0,2021-12-13
WidenerLT_2,0,0,0,2021-12-13
WidenerLT_2,0,0,1,2021-12-13
WidenerLT_2,0,0,0,2021-12-13
WidenerLT_2,0,0,1,2021-12-13
WidenerLT_2,0,0,0,2021-12-13
WidenerLT_2,0,0,0,2021-12-13
WidenerLT_2,0,0,0,2021-12-13
WidenerLT_2,0,0,0,2021-12-13
WidenerLT_2,0,0,0,2021-12-13
WidenerLT_2,0,0,1,2021-12-13
WidenerLT_2,0,0,0,2021-12-13
WidenerLT_3,0,0,0,2021-12-13
WidenerLT_3,0,0,1,2021-12-13
WidenerLT_3,0,0,1,2021-12-13
WidenerLT_3,0,0,0,2021-12-13
WidenerLT_3,0,0,0,2021-12-13
WidenerLT_3,0,0,0,2021-12-13
WidenerLT_3,0,0,0,2021-12-13
WidenerLT_3,0,0,0,2021-12-13
WidenerLT_3,0,0,0,2021-12-13
WidenerLT_3,0,0,0,2021-12-13
WidenerLT_3,0,0,0,2021-12-13
WidenerLT_4,0,0,0,2021-12-13
WidenerLT_4,0,0,1,2021-12-13
WidenerLT_4,0,0,0,2021-12-13
WidenerLT_4,0,0,1,2021-12-13
WidenerLT_4,0,0,1,2021-12-13
WidenerLT_4,0,0,0,2021-12-13
WidenerLT_4,0,0,1,2021-12-13
WidenerLT_4,0,0,1,2021-12-13
WidenerLT_4,0,0,0,2021-12-13
WidenerLT_4,0,0,0,2021-12-13
WidenerLT_4,0,0,0,2021-12-13
WidenerLT_5,0,0,0,2021-12-13
WidenerLT_5,0,0,0,2021-12-13
WidenerLT_5,0,0,0,2021-12-13
WidenerLT_5,0,0,0,2021-12-13
WidenerLT_5,0,0,0,2021-12-13
WidenerLT_5,0,0,0,2021-12-13
WidenerLT_5,0,0,1,2021-12-13
WidenerLT_5,0,0,0,2021-12-13
WidenerLT_5,0,0,0,2021-12-13
WidenerLT_5,0,0,1,2021-12-13
WidenerLT_5,0,0,0,2021-12-13
WidenerLT_6,0,0,0,2021-12-13
WidenerLT_6,0,0,0,2021-12-13
WidenerLT_6,0,0,0,2021-12-13
WidenerLT_6,0,0,0,2021-12-13
WidenerLT_6,0,0,0,2021-12-13
WidenerLT_6,0,0,0,2021-12-13
WidenerLT_6,0,0,0,2021-12-13
WidenerLT_6,0,0,0,2021-12-13
WidenerLT_6,0,0,0,2021-12-13
WidenerLT_6,0,0,0,2021-12-13
WidenerLT_6,0,0,0,2021-12-13
WidenerLT_7,0,0,0,2021-12-13
WidenerLT_7,0,0,0,2021-12-13
WidenerLT_7,0,0,0,2021-12-13
WidenerLT_7,0,0,0,2021-12-13
WidenerLT_7,0,0,0,2021-12-13
WidenerLT_7,0,0,0,2021-12-13
WidenerLT_7,0,0,0,2021-12-13
WidenerLT_7,0,0,0,2021-12-13
WidenerLT_7,0,0,0,2021-12-13
WidenerLT_7,0,0,0,2021-12-13
WidenerLT_7,0,0,0,2021-12-13
WidenerLT_8,0,0,0,2021-12-13
WidenerLT_8,0,0,0,2021-12-13
WidenerLT_8,0,0,0,2021-12-13
WidenerLT_8,0,0,0,2021-12-13
WidenerLT_8,0,0,0,2021-12-13
WidenerLT_8,0,0,0,2021-12-13
WidenerLT_8,0,0,0,2021-12-13
WidenerLT_8,0,0,0,2021-12-13
WidenerLT_8,0,0,0,2021-12-13
WidenerLT_8,0,0,0,2021-12-13
WidenerLT_8,0,0,0,2021-12-13
WidenerLT_9,0,0,0,2021-12-13
WidenerLT_9,0,0,0,2021-12-13
WidenerLT_9,0,0,1,2021-12-13
WidenerLT_9,0,0,0,2021-12-13
WidenerLT_9,0,0,0,2021-12-13
WidenerLT_9,0,0,0,2021-12-13
WidenerLT_9,0,0,0,2021-12-13
WidenerLT_9,0,0,0,2021-12-13
WidenerLT_9,0,0,0,2021-12-13
WidenerLT_9,0,0,1,2021-12-13
WidenerLT_9,0,0,0,2021-12-13
WidenerLT_10,0,0,0,2021-12-13
WidenerLT_10,0,0,0,2021-12-13
WidenerLT_10,0,0,1,2021-12-13
WidenerLT_10,0,0,0,2021-12-13
WidenerLT_10,0,0,1,2021-12-13
WidenerLT_10,0,0,0,2021-12-13
WidenerLT_10,0,0,0,2021-12-13
WidenerLT_10,0,0,1,2021-12-13
WidenerLT_10,0,0,0,2021-12-13
WidenerLT_10,0,0,0,2021-12-13
WidenerLT_10,0,0,0,2021-12-13
WidenerLT_11,0,0,0,2021-12-13
WidenerLT_11,0,0,1,2021-12-13
WidenerLT_11,0,0,1,2021-12-13
WidenerLT_11,0,0,1,2021-12-13
WidenerLT_11,0,0,1,2021-12-13
WidenerLT_11,0,0,0,2021-12-13
WidenerLT_11,0,0,0,2021-12-13
WidenerLT_11,0,0,0,2021-12-13
WidenerLT_11,0,0,1,2021-12-13
WidenerLT_11,0,0,1,2021-12-13
WidenerLT_11,0,0,0,2021-12-13
WidenerLT_12,0,0,0,2021-12-13
WidenerLT_12,0,0,0,2021-12-13
WidenerLT_12,0,0,0,2021-12-13
WidenerLT_12,0,0,0,2021-12-13
WidenerLT_12,0,0,1,2021-12-13
WidenerLT_12,0,0,0,2021-12-13
WidenerLT_12,0,0,0,2021-12-13
WidenerLT_12,0,0,0,2021-12-13
WidenerLT_12,0,0,0,2021-12-13
WidenerLT_12,0,0,0,2021-12-13
WidenerLT_12,0,0,0,2021-12-13
WidenerLT_13,0,0,0,2021-12-13
WidenerLT_13,0,0,0,2021-12-13
WidenerLT_13,0,0,0,2021-12-13
WidenerLT_13,0,0,0,2021-12-13
WidenerLT_13,0,0,0,2021-12-13
WidenerLT_13,0,0,0,2021-12-13
WidenerLT_13,0,0,0,2021-12-13
WidenerLT_13,0,0,1,2021-12-13
WidenerLT_13,0,0,0,2021-12-13
WidenerLT_13,0,0,0,2021-12-13
WidenerLT_13,0,0,0,2021-12-13
WidenerLT_14,0,0,0,2021-12-13
WidenerLT_14,0,0,0,2021-12-13
WidenerLT_14,0,0,0,2021-12-13
WidenerLT_14,0,0,0,2021-12-13
WidenerLT_14,0,0,0,2021-12-13
WidenerLT_14,0,0,0,2021-12-13
WidenerLT_14,0,0,0,2021-12-13
WidenerLT_14,0,0,0,2021-12-13
WidenerLT_14,0,0,0,2021-12-13
WidenerLT_14,0,0,0,2021-12-13
WidenerLT_14,0,0,0,2021-12-13
WidenerLT_15,0,0,0,2021-12-13
WidenerLT_15,0,0,0,2021-12-13
WidenerLT_15,0,0,0,2021-12-13
WidenerLT_15,0,0,0,2021-12-13
WidenerLT_15,0,0,0,2021-12-13
WidenerLT_15,0,0,0,2021-12-13
WidenerLT_15,0,0,0,2021-12-13
WidenerLT_15,0,0,0,2021-12-13
WidenerLT_15,0,0,0,2021-12-13
WidenerLT_15,0,0,0,2021-12-13
WidenerLT_15,0,0,0,2021-12-13
WidenerLT_16,0,0,0,2021-12-13
WidenerLT_16,0,1,0,2021-12-13
WidenerLT_16,0,0,0,2021-12-13
WidenerLT_16,0,0,0,2021-12-13
WidenerLT_16,0,0,0,2021-12-13
WidenerLT_16,0,0,1,2021-12-13
WidenerLT_16,0,0,0,2021-12-13
WidenerLT_16,0,0,0,2021-12-13
WidenerLT_16,0,0,0,2021-12-13
WidenerLT_16,0,0,0,2021-12-13
WidenerLT_16,0,0,0,2021-12-13
WidenerLT_17,0,0,0,2021-12-13
WidenerLT_17,0,0,0,2021-12-13
WidenerLT_17,0,0,0,2021-12-13
WidenerLT_17,0,0,1,2021-12-13
WidenerLT_17,0,0,0,2021-12-13
WidenerLT_17,0,0,0,2021-12-13
WidenerLT_17,0,0,0,2021-12-13
WidenerLT_17,0,0,0,2021-12-13
WidenerLT_17,0,0,1,2021-12-13
WidenerLT_17,0,0,0,2021-12-13
WidenerLT_17,0,0,0,2021-12-13
WidenerLT_18,0,0,0,2021-12-13
WidenerLT_18,0,0,1,2021-12-13
WidenerLT_18,0,0,0,2021-12-13
WidenerLT_18,0,0,0,2021-12-13
WidenerLT_18,0,0,0,2021-12-13
WidenerLT_18,0,0,0,2021-12-13
WidenerLT_18,0,0,0,2021-12-13
WidenerLT_18,0,0,0,2021-12-13
WidenerLT_18,0,0,0,2021-12-13
WidenerLT_18,0,0,0,2021-12-13
WidenerLT_18,0,0,0,2021-12-13
WidenerLT_19,0,0,0,2021-12-13
WidenerLT_19,0,0,0,2021-12-13
WidenerLT_19,0,0,0,2021-12-13
WidenerLT_19,0,0,0,2021-12-13
WidenerLT_19,0,0,0,2021-12-13
WidenerLT_19,0,0,0,2021-12-13
WidenerLT_19,0,0,0,2021-12-13
WidenerLT_19,0,0,0,2021-12-13
WidenerLT_19,0,0,0,2021-12-13
WidenerLT_19,0,0,0,2021-12-13
WidenerLT_19,0,0,0,2021-12-13
WidenerLT_20,0,0,1,2021-12-13
WidenerLT_20,0,0,0,2021-12-13
WidenerLT_20,0,0,0,2021-12-13
WidenerLT_20,0,0,0,2021-12-13
WidenerLT_20,0,0,1,2021-12-13
WidenerLT_20,0,0,1,2021-12-13
WidenerLT_20,0,0,0,2021-12-13
WidenerLT_20,0,0,1,2021-12-13
WidenerLT_20,0,0,0,2021-12-13
WidenerLT_20,0,0,1,2021-12-13
WidenerLT_20,0,0,0,2021-12-13
WidenerLT_21,0,0,0,2021-12-13
WidenerLT_21,0,0,1,2021-12-13
WidenerLT_21,0,0,0,2021-12-13
WidenerLT_21,0,0,0,2021-12-13
WidenerLT_21,0,0,0,2021-12-13
WidenerLT_21,0,0,0,2021-12-13
WidenerLT_21,0,0,0,2021-12-13
WidenerLT_21,0,0,0,2021-12-13
WidenerLT_21,1,0,0,2021-12-13
WidenerLT_21,0,0,0,2021-12-13
WidenerLT_21,0,0,0,2021-12-13
WidenerLT_22,0,0,0,2021-12-13
WidenerLT_22,0,0,0,2021-12-13
WidenerLT_22,0,0,0,2021-12-13
WidenerLT_22,0,0,1,2021-12-13
WidenerLT_22,0,0,0,2021-12-13
WidenerLT_22,0,0,0,2021-12-13
